combinedID,comparedID,samplesize_treated,MeanofEffectvalue_treated,Meanofvaribility_treated,samplesize_control,MeanofEffectvalue_control,Meanofvaribility_control,Bibliography,Year,Species,Endpointname,Drug,UnitofDose,UnitofVariability,t,SE,Effectsize,UL,LL
39.2,39.2.1,20,22.1,2.3,20,21.4,2.7,"Dereli, D.,Dereli, T.,Bayraktar, F.,Ozgen, A. G.,Yilmaz, C..  Endocrine and metabolic effects of rosiglitazone in non-obese women with polycystic ovary disease. Endocr J.  2005. 52:299-308",2005,Human,AST,Rosiglitazone/Avandia,mg/day,SD,2.024394164,3.227305378,0.7,7.233338171,-5.833338171
39.2,39.2.2,20,22.4,2.1,20,21.4,2.7,"Dereli, D.,Dereli, T.,Bayraktar, F.,Ozgen, A. G.,Yilmaz, C..  Endocrine and metabolic effects of rosiglitazone in non-obese women with polycystic ovary disease. Endocr J.  2005. 52:299-308",2005,Human,AST,Rosiglitazone/Avandia,mg/day,SD,2.024394164,2.956940987,1,6.986014077,-4.986014077
40.1,40.1.1,20,18.5,2.4,20,18.9,2.7,"Dereli, D.,Dereli, T.,Bayraktar, F.,Ozgen, A. G.,Yilmaz, C..  Endocrine and metabolic effects of rosiglitazone in non-obese women with polycystic ovary disease. Endocr J.  2005. 52:299-308",2005,Human,ALT,Rosiglitazone/Avandia,mg/day,SD,2.024394164,3.362811324,-0.4,6.407655618,-7.207655618
40.1,40.1.2,20,19.1,1.9,20,18.9,2.7,"Dereli, D.,Dereli, T.,Bayraktar, F.,Ozgen, A. G.,Yilmaz, C..  Endocrine and metabolic effects of rosiglitazone in non-obese women with polycystic ovary disease. Endocr J.  2005. 52:299-308",2005,Human,ALT,Rosiglitazone/Avandia,mg/day,SD,2.024394164,2.687656972,0.2,5.640877089,-5.240877089
40.2,40.2.1,20,19.3,1.5,20,18.6,2.9,"Dereli, D.,Dereli, T.,Bayraktar, F.,Ozgen, A. G.,Yilmaz, C..  Endocrine and metabolic effects of rosiglitazone in non-obese women with polycystic ovary disease. Endocr J.  2005. 52:299-308",2005,Human,ALT,Rosiglitazone/Avandia,mg/day,SD,2.024394164,2.166910243,0.7,5.086680449,-3.686680449
40.2,40.2.2,20,19.6,1.9,20,18.6,2.9,"Dereli, D.,Dereli, T.,Bayraktar, F.,Ozgen, A. G.,Yilmaz, C..  Endocrine and metabolic effects of rosiglitazone in non-obese women with polycystic ovary disease. Endocr J.  2005. 52:299-308",2005,Human,ALT,Rosiglitazone/Avandia,mg/day,SD,2.024394164,2.698054855,1,6.461926502,-4.461926502
45.1,45.1.1,8,40.4,3.39411255,8,34.9,5.656854249,"Anandharajan, R.,Sayyed, S. G.,Doshi, L. S.,Dixit, P.,Chandak, P. G.,Dixit, A. V.,Brahma, M. K.,Deshmukh, N. J.,Gupte, R.,Damre, A.,Suthar, J.,Padigaru, M.,Sharma, S. D.,Nemmani, K. V..  18F9 (4-(3,6-bis (ethoxycarbonyl)-4,5,6,7-tetrahydrothieno (2,3-c) pyridin-2-ylamino)-4-oxobutanoic acid) enhances insulin-mediated glucose uptake in vitro and exhibits antidiabetic activity in vivo in db/db mice. Metabolism.  2009. 58:1503-16",2009,Mouse,"liver weight, relative",Rosiglitazone/Avandia,mg/kg,SD,2.144786688,4.915282291,5.5,16.04223203,-5.042232025
46.1,46.1.1,8,59.3,26.87005769,8,36.1,14.99066376,"Anandharajan, R.,Sayyed, S. G.,Doshi, L. S.,Dixit, P.,Chandak, P. G.,Dixit, A. V.,Brahma, M. K.,Deshmukh, N. J.,Gupte, R.,Damre, A.,Suthar, J.,Padigaru, M.,Sharma, S. D.,Nemmani, K. V..  18F9 (4-(3,6-bis (ethoxycarbonyl)-4,5,6,7-tetrahydrothieno (2,3-c) pyridin-2-ylamino)-4-oxobutanoic acid) enhances insulin-mediated glucose uptake in vitro and exhibits antidiabetic activity in vivo in db/db mice. Metabolism.  2009. 58:1503-16",2009,Mouse,ALT,Rosiglitazone/Avandia,mg/kg,SD,2.144786688,35.93869781,23.2,100.2808406,-53.88084064
47.1,47.1.1,8,91.1,41.01219331,8,99.5,37.61808076,"Anandharajan, R.,Sayyed, S. G.,Doshi, L. S.,Dixit, P.,Chandak, P. G.,Dixit, A. V.,Brahma, M. K.,Deshmukh, N. J.,Gupte, R.,Damre, A.,Suthar, J.,Padigaru, M.,Sharma, S. D.,Nemmani, K. V..  18F9 (4-(3,6-bis (ethoxycarbonyl)-4,5,6,7-tetrahydrothieno (2,3-c) pyridin-2-ylamino)-4-oxobutanoic acid) enhances insulin-mediated glucose uptake in vitro and exhibits antidiabetic activity in vivo in db/db mice. Metabolism.  2009. 58:1503-16",2009,Mouse,AST,Rosiglitazone/Avandia,mg/kg,SD,2.144786688,55.86045113,-8.4,111.408752,-128.208752
59.1,59.1.1,8,145,82.02438662,8,87,28.28427125,"Kus, V.,Flachs, P.,Kuda, O.,Bardova, K.,Janovska, P.,Svobodova, M.,Jilkova, Z. M.,Rossmeisl, M.,Wang-Sattler, R.,Yu, Z.,Illig, T.,Kopecky, J..  Unmasking differential effects of rosiglitazone and pioglitazone in the combination treatment with n-3 fatty acids in mice fed a high-fat diet. PLoS One.  2011. 6:e27126",2011,Mouse,Trialylglycerol,Rosiglitazone/Avandia,mg/kg/diet,SD,2.144786688,108.9678852,58,291.7128695,-175.7128695
61.1,61.1.1,5.5,2.78,0.469041576,5.5,2.53,0.39868534,"Otake, K.,Azukizawa, S.,Fukui, M.,Shibabayashi, M.,Kamemoto, H.,Miike, T.,Kunishiro, K.,Kasai, M.,Shirahase, H..  A novel series of (S)-2,7-substituted-1,2,3,4-tetrahydroisoquinoline-3-carboxylic acids: peroxisome proliferator-activated receptor alpha/gamma dual agonists with protein-tyrosine phosphatase 1B inhibitory activity. Chem Pharm Bull (Tokyo).  2011. 59:1233-42",2011,Mouse,"Liver weight, absolute",Rosiglitazone/Avandia,mg/kg,SD,2.262157163,0.623618473,0.25,1.660722996,-1.160722996
61.1,61.1.2,5.5,2.76,0.633206128,5.5,2.53,0.39868534,"Otake, K.,Azukizawa, S.,Fukui, M.,Shibabayashi, M.,Kamemoto, H.,Miike, T.,Kunishiro, K.,Kasai, M.,Shirahase, H..  A novel series of (S)-2,7-substituted-1,2,3,4-tetrahydroisoquinoline-3-carboxylic acids: peroxisome proliferator-activated receptor alpha/gamma dual agonists with protein-tyrosine phosphatase 1B inhibitory activity. Chem Pharm Bull (Tokyo).  2011. 59:1233-42",2011,Mouse,"Liver weight, absolute",Rosiglitazone/Avandia,mg/kg,SD,2.262157163,0.827647268,0.23,2.102268195,-1.642268195
7.1,7.1.1,72,18.6,4.3,72,19.2,5.4,"Chiang, C. K.,Ho, T. I.,Peng, Y. S.,Hsu, S. P.,Pai, M. F.,Yang, S. Y.,Hung, K. Y.,Wu, K. D..  Rosiglitazone in diabetes control in hemodialysis patients with and without viral hepatitis infection: effectiveness and side effects. Diabetes Care.  2007. 30:3-7",2007,Human,AST,Rosiglitazone/Avandia,IU/L,SD,1.976810994,6.072181559,-0.6,11.40355526,-12.60355526
70.1,70.1.1,6,152.57,12.24,6,71.54,6.56,"Sundaresan, A.,Radhiga, T.,Pugalendi, K. V..  Effect of ursolic acid and Rosiglitazone combination on hepatic lipid accumulation in high fat diet-fed C57BL/6J mice. Eur J Pharmacol.  2014. 741:297-303",2014,Mouse,AST,Rosiglitazone/Avandia,mg/kg,SD,2.228138852,16.02711037,81.03,116.7406273,45.31937271
70.1,70.1.2,6,128.45,11.01,6,71.54,6.56,"Sundaresan, A.,Radhiga, T.,Pugalendi, K. V..  Effect of ursolic acid and Rosiglitazone combination on hepatic lipid accumulation in high fat diet-fed C57BL/6J mice. Eur J Pharmacol.  2014. 741:297-303",2014,Mouse,AST,Rosiglitazone/Avandia,mg/kg,SD,2.228138852,14.46394713,56.91,89.13768256,24.68231744
71.1,71.1.1,6,96.85,9.55,6,28.25,2.48,"Sundaresan, A.,Radhiga, T.,Pugalendi, K. V..  Effect of ursolic acid and Rosiglitazone combination on hepatic lipid accumulation in high fat diet-fed C57BL/6J mice. Eur J Pharmacol.  2014. 741:297-303",2014,Mouse,ALT,Rosiglitazone/Avandia,mg/kg,SD,2.228138852,12.37049851,68.6,96.16318834,41.03681166
71.1,71.1.2,6,61.57,5.2,6,28.25,2.48,"Sundaresan, A.,Radhiga, T.,Pugalendi, K. V..  Effect of ursolic acid and Rosiglitazone combination on hepatic lipid accumulation in high fat diet-fed C57BL/6J mice. Eur J Pharmacol.  2014. 741:297-303",2014,Mouse,ALT,Rosiglitazone/Avandia,mg/kg,SD,2.228138852,6.789089286,33.32,48.44703361,18.19296639
75.1,75.1.1,4,605,141.2,4,987,187.5,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALP,Troglitazone/Rezulin,mg/kg,SD,2.446911851,196.7110127,-382,99.33450812,-863.3345081
75.1,75.1.2,4,927,152,4,987,187.5,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALP,Troglitazone/Rezulin,mg/kg,SD,2.446911851,208.434792,-60,450.0215626,-570.0215626
75.1,75.1.3,4,745,174.3,4,987,187.5,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALP,Troglitazone/Rezulin,mg/kg,SD,2.446911851,233.1518765,-242,328.5020896,-812.5020896
75.1,75.1.4,4,738,194.9,4,987,187.5,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALP,Troglitazone/Rezulin,mg/kg,SD,2.446911851,256.4528758,-249,378.517581,-876.517581
75.2,75.2.1,4,449,76,4,816,104.3,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALP,Troglitazone/Rezulin,mg/kg,SD,2.446911851,106.6940603,-367,-105.9290394,-628.0709606
75.2,75.2.2,4,610,150,4,816,104.3,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALP,Troglitazone/Rezulin,mg/kg,SD,2.446911851,190.9702136,-206,261.287279,-673.287279
75.2,75.2.3,4,521,102.9,4,816,104.3,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALP,Troglitazone/Rezulin,mg/kg,SD,2.446911851,136.3900198,-295,38.73435582,-628.7343558
75.2,75.2.4,4,503,85.3,4,816,104.3,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALP,Troglitazone/Rezulin,mg/kg,SD,2.446911851,116.7636823,-313,-27.28956204,-598.710438
75.3,75.3.1,4,433,33.5,4,846,195.7,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALP,Troglitazone/Rezulin,mg/kg,SD,2.446911851,106.1037111,-413,-153.373572,-672.626428
75.3,75.3.2,4,643,87.7,4,846,195.7,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALP,Troglitazone/Rezulin,mg/kg,SD,2.446911851,145.2981676,-203,152.5318082,-558.5318082
75.3,75.3.3,4,522,42.5,4,846,195.7,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALP,Troglitazone/Rezulin,mg/kg,SD,2.446911851,110.8331967,-324,-52.80093739,-595.1990626
75.3,75.3.4,4,450,30.1,4,846,195.7,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALP,Troglitazone/Rezulin,mg/kg,SD,2.446911851,104.5640354,-396,-140.1410226,-651.8589774
76.1,76.1.1,4,114.43,16.9195,4,69.74,10.5665,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,"Liver weight, absolute",Troglitazone/Rezulin,mg/kg,SD,2.446911851,21.38497021,44.69,97.01713705,-7.637137046
76.1,76.1.2,4,104.795,15.66,4,69.74,10.5665,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,"Liver weight, absolute",Troglitazone/Rezulin,mg/kg,SD,2.446911851,19.89387168,35.055,83.73355039,-13.62355039
76.1,76.1.3,4,105.66,8.539,4,69.74,10.5665,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,"Liver weight, absolute",Troglitazone/Rezulin,mg/kg,SD,2.446911851,11.71684736,35.92,64.59009266,7.249907336
77.1,77.1.1,4,54.06,6.058,4,31.69,4.6615,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,"Liver weight, relative",Troglitazone/Rezulin,mg/kg,SD,2.446911851,7.77698152,22.37,41.39958825,3.340411753
77.1,77.1.2,4,49.505,11.2,4,31.69,4.6615,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,"Liver weight, relative",Troglitazone/Rezulin,mg/kg,SD,2.446911851,13.91374844,17.815,51.86071594,-16.23071594
77.1,77.1.3,4,48.87,2.5235,4,31.69,4.6615,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,"Liver weight, relative",Troglitazone/Rezulin,mg/kg,SD,2.446911851,3.870978421,17.18,26.65194297,7.708057026
79.1,79.1.1,4,64,21.95,4,55,12.55,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALT,Troglitazone/Rezulin,mg/kg,SD,2.446911851,27.60578517,9,76.5489229,-58.5489229
79.1,79.1.2,4,58,16.1,4,55,12.55,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALT,Troglitazone/Rezulin,mg/kg,SD,2.446911851,20.69276746,3,53.63337792,-47.63337792
79.1,79.1.3,4,57.5,15,4,55,12.55,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALT,Troglitazone/Rezulin,mg/kg,SD,2.446911851,19.41328476,2.5,50.00259654,-45.00259654
79.1,79.1.4,4,55,17.9,4,55,12.55,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALT,Troglitazone/Rezulin,mg/kg,SD,2.446911851,22.80330294,0,55.79767221,-55.79767221
79.2,79.2.1,4,43,12.3,4,37.5,8.2,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALT,Troglitazone/Rezulin,mg/kg,SD,2.446911851,15.61233487,5.5,43.70200721,-32.70200721
79.2,79.2.2,4,41.5,7.5,4,37.5,8.2,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALT,Troglitazone/Rezulin,mg/kg,SD,2.446911851,10.0590755,4,28.61367106,-20.61367106
79.2,79.2.3,4,46,8.6,4,37.5,8.2,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALT,Troglitazone/Rezulin,mg/kg,SD,2.446911851,11.30265456,8.5,36.15659938,-19.15659938
79.2,79.2.4,4,42.5,10.7,4,37.5,8.2,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALT,Troglitazone/Rezulin,mg/kg,SD,2.446911851,13.73116892,5,38.59895997,-28.59895997
79.3,79.3.1,4,40.5,10,4,45,13.2,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALT,Troglitazone/Rezulin,mg/kg,SD,2.446911851,13.91258423,-4.5,29.54286724,-38.54286724
79.3,79.3.2,4,40,11.45,4,45,13.2,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALT,Troglitazone/Rezulin,mg/kg,SD,2.446911851,15.4988306,-5,32.92427228,-42.92427228
79.3,79.3.3,4,42.5,10.05,4,45,13.2,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALT,Troglitazone/Rezulin,mg/kg,SD,2.446911851,13.96652247,-2.5,31.67484936,-36.67484936
79.3,79.3.4,4,41.5,10.05,4,45,13.2,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALT,Troglitazone/Rezulin,mg/kg,SD,2.446911851,13.96652247,-3.5,30.67484936,-37.67484936
79.4,79.4.1,4,46,9.2,4,52,11.55,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALT,Troglitazone/Rezulin,mg/kg,SD,2.446911851,12.66138322,-6,24.98128865,-36.98128865
79.4,79.4.2,4,40,15.25,4,52,11.55,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALT,Troglitazone/Rezulin,mg/kg,SD,2.446911851,19.5497922,-12,35.83661822,-59.83661822
79.4,79.4.3,4,47,18.8,4,52,11.55,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALT,Troglitazone/Rezulin,mg/kg,SD,2.446911851,23.73837874,-5,53.08572026,-63.08572026
79.4,79.4.4,4,39,17.45,4,52,11.55,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALT,Troglitazone/Rezulin,mg/kg,SD,2.446911851,22.13830109,-13,41.17047129,-67.17047129
79.4,79.4.5,4,39.5,14.15,4,52,11.55,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,ALT,Troglitazone/Rezulin,mg/kg,SD,2.446911851,18.26702973,-12.5,32.19781152,-57.19781152
8.1,8.1.1,72,11.2,5.7,72,13.4,4.8,"Chiang, C. K.,Ho, T. I.,Peng, Y. S.,Hsu, S. P.,Pai, M. F.,Yang, S. Y.,Hung, K. Y.,Wu, K. D..  Rosiglitazone in diabetes control in hemodialysis patients with and without viral hepatitis infection: effectiveness and side effects. Diabetes Care.  2007. 30:3-7",2007,Human,ALT,Rosiglitazone/Avandia,IU/L,SD,1.976810994,8.024805294,-2.2,13.66352333,-18.06352333
80.1,80.1.1,4,0.65,0.185,4,0.45,0.225,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,Bilirubin (total),Troglitazone/Rezulin,mg/kg,SD,2.446911851,0.25296986,0.2,0.818994948,-0.418994948
80.1,80.1.2,4,0.4,0.23,4,0.45,0.225,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,Bilirubin (total),Troglitazone/Rezulin,mg/kg,SD,2.446911851,0.30332532,-0.05,0.692210321,-0.792210321
80.1,80.1.3,4,0.5,0.133333333,4,0.45,0.225,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,Bilirubin (total),Troglitazone/Rezulin,mg/kg,SD,2.446911851,0.198300067,0.05,0.535222785,-0.435222785
80.1,80.1.4,4,0.5,0.16,4,0.45,0.225,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,Bilirubin (total),Troglitazone/Rezulin,mg/kg,SD,2.446911851,0.225956301,0.05,0.602895151,-0.502895151
80.2,80.2.1,4,0.3,0.05,4,0.35,0.14,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,Bilirubin (total),Troglitazone/Rezulin,mg/kg,SD,2.446911851,0.093005376,-0.05,0.177575957,-0.277575957
80.2,80.2.2,4,0.1,0,4,0.35,0.14,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,Bilirubin (total),Troglitazone/Rezulin,mg/kg,SD,2.446911851,0.07,-0.25,-0.07871617,-0.42128383
80.2,80.2.3,4,0.3,0.15,4,0.35,0.14,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,Bilirubin (total),Troglitazone/Rezulin,mg/kg,SD,2.446911851,0.196596033,-0.05,0.431053162,-0.531053162
80.2,80.2.4,4,0.1,0.025,4,0.35,0.14,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,Bilirubin (total),Troglitazone/Rezulin,mg/kg,SD,2.446911851,0.076403534,-0.25,-0.063047287,-0.436952713
80.3,80.3.1,4,0.3,0.07,4,0.3,0.075,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,Bilirubin (total),Troglitazone/Rezulin,mg/kg,SD,2.446911851,0.093574836,0,0.228969376,-0.228969376
80.3,80.3.2,4,0.1,0,4,0.3,0.075,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,Bilirubin (total),Troglitazone/Rezulin,mg/kg,SD,2.446911851,0.0375,-0.2,-0.108240806,-0.291759194
80.3,80.3.3,4,0.25,0.145,4,0.3,0.075,"Rothwell, C.,McGuire, E. J.,Altrogge, D. M.,Masuda, H.,de la Iglesia, F. A..  Chronic toxicity in monkeys with the thiazolidinedione antidiabetic agent troglitazone. J Toxicol Sci.  2002. 27:35-47",2002,Non-human primate,Bilirubin (total),Troglitazone/Rezulin,mg/kg,SD,2.446911851,0.181504132,-0.05,0.394124612,-0.494124612
